word	idx	context	definition	domain	hypernym
corona	10	Born in Mexico and brought up on the beach , Corona is the perfect compliment to life ’ s simple pleasures .	A viral disorder characterized by high fever; cough; dyspnea; renal dysfunction and other symptoms of a viral pneumonia. A coronavirus sars-CoV-2 in the genus betacoronavirus is the suspected agent.	1	['pneumonia', 'viral_pneumonia', 'coronavirus_infection']
aviation	34	Getting married in June , and we 'd like to have a signature cocktail ( or two ) . Right now , I think I 'm leaning to a favorite of ours , the aviation ( gin , lemon , maraschino , and creme de violette ) . We make a lot of these at home , and they 're always popular .	The Aviation is a classic cocktail made with gin, maraschino liqueur, crème de violette, and lemon juice. Some recipes omit the crème de violette. It is served straight up, in a cocktail glass.	2	['cocktail']
security	8	the watch dog gave her a feeling of security	property that your creditor can claim in case you default on your obligation	0	['transferred_property', 'transferred_possession']
selection	5	the store carried a large selection of shoes	the act of choosing or selecting	0	['action']
projection	7	a prime ingredient of public speaking is projection of the voice	the acoustic phenomenon that gives sound a penetrating quality	0	['acoustic_phenomenon']
walk	7	after the blizzard he shoveled the front walk	the act of traveling by foot	0	['locomotion', 'travel']
iris	13	The top note of the fragrance is Bergamot . The middle notes are Iris and Opopanax . The base note is vanilla .	The most anterior portion of the uveal layer, separating the anterior chamber from the posterior. It consists of two layers - the stroma and the pigmented epithelium. Color of the iris depends on the amount of melanin in the stroma on reflection from the pigmented epithelium.	1	['uvea', 'anterior_eye_segment']
inwardness	9	the sensitiveness of James 's characters , their seeming inwardness	preoccupation especially with one's attitudes and ethical or ideological values	0	['cognitive_state', 'state_of_mind']
silence	2	he needed silence in order to sleep	the absence of sound	0	['sound_property']
scare	2	a bomb scare led them to evacuate the building	sudden mass fear and anxiety over anticipated events	0	['anxiety', 'anxiousness']
manhattan	9	New York City , comprised of three islands ( Manhattan , Staten and Long ) and a peninsula ( the Bronx ) , is surrounded by and shot through with miles and miles of water .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
iris	8	A photograph of each participant ’ s right iris was acquired using a Miles Research Professional Iris Camera ( Miles Research , USA ) .	The most anterior portion of the uveal layer, separating the anterior chamber from the posterior. It consists of two layers - the stroma and the pigmented epithelium. Color of the iris depends on the amount of melanin in the stroma on reflection from the pigmented epithelium.	1	['uvea', 'anterior_eye_segment']
kuru	6	This , combined with fact that kuru is more or less historical disease now , makes it virtually impossible spread anywhere .	A prion disease found exclusively among the Fore linguistic group natives of the highlands of new guinea. The illness is primarily restricted to adult females and children of both sexes. It is marked by the subacute onset of tremor and ataxia followed by motor weakness and incontinence. Death occurs within 3-6 months of disease onset. The condition is associated with ritual cannibalism, and has become rare since this practice has been discontinued. Pathologic features include a noninflammatory loss of neurons that is most prominent in the cerebellum, glial proliferation, and amyloid plaques. (From Adams et al., Principles of Neurology, 6th ed, p773)	1	['prion_disease']
amnesia	14	Diddy believes him to be joking at first before realizing that he really has amnesia and runs off to find Cranky .	Pathologic partial or complete loss of the ability to recall past experiences (amnesia, retrograde) or to form new memories (amnesia, anterograde). This condition may be of organic or psychologic origin. Organic forms of amnesia are usually associated with dysfunction of the diencephalon or hippocampus.	1	['neurocognitive_disorder', 'memory_disorder']
vertigo	14	Moving the head , changing position , and turning while lying down often worsen vertigo .	An illusion of movement, either of the external world revolving around the individual or of the individual revolving in space. Vertigo may be associated with disorders of the inner ear (ear, inner); vestibular nerve; brainstem; or cerebral cortex. Lesions in the temporal lobe and parietal lobe may be associated with focal seizures that may feature vertigo as an ictal manifestation. (From Adams et al., Principles of Neurology, 6th ed, pp300-1)	1	['neurologic_manifestation', 'vestibular_disease']
class	13	Examples are given of different plants which belong to one or the other class , and the criteria how to distinguish them .	In object-oriented programming, a class is an extensible program-code-template for creating objects, providing initial values for state (member variables) and implementations of behavior (member functions or methods).	3	['complex_data_type']
trouble	3	what is the trouble ?	an event causing distress or pain	0	['happening', 'occurrence', 'occurrent', 'natural_event']
fortune	4	it was as if fortune guided his hand	your overall circumstances or condition in life (including everything that happens to you)	0	['condition']
iris	30	Best known as a member of the Korean boy band Big Bang , he has branch out to act in various dramas and films , including I Am Sam and Iris .	The most anterior portion of the uveal layer, separating the anterior chamber from the posterior. It consists of two layers - the stroma and the pigmented epithelium. Color of the iris depends on the amount of melanin in the stroma on reflection from the pigmented epithelium.	1	['uvea', 'anterior_eye_segment']
class	9	Canadian first-grade teacher Kathy Cassidy invites readers into her class to interact with students and her dynamic lessons .	In object-oriented programming, a class is an extensible program-code-template for creating objects, providing initial values for state (member variables) and implementations of behavior (member functions or methods).	3	['complex_data_type']
reproach	2	words of reproach	disgrace or shame	0	['shame', 'disgrace', 'ignominy']
manhattan	8	New Films you must see before you go Manhattan - For those heathens who have not yet seen Woody Allen 's 1979 classic - one of the most romantic films ever made , here is the opening 3 minutes ...	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
edition	7	it was too late for the morning edition	all of the identical copies of something offered to the public at the same time	0	['group', 'grouping']
b-52	29	We decided on shots of Wild Turkey and several dollars of pull-tabs . The bartender was arguing with a friend of hers about the types of liquor in a B-52 . They both thought they were right and the conversation was settled with each side declaring the other full of shit .	The B-52 (also B52 or Bifi) cocktail is a layered shot composed of a coffee liqueur, an Irish Cream, and a triple sec. When prepared properly, the ingredients separate into three distinctly visible layering (due to their relative densities).	2	['cocktail']
cinema	1	The cinema is right across the street from the restaurant .	a medium that disseminates moving pictures	0	['medium']
visibility	4	a windshield with good visibility	degree of exposure to public notice	0	['salience', 'saliency', 'strikingness']
satisfaction	1	the satisfaction of their demand for better services	the contentment one feels when one has fulfilled a desire, need, or expectation	0	['contentment']
vesper	36	As Bond picks Mathis up from the boot , the policemen open fire and gravely injure Mathis . Bond disarms the policemen and comforts the dying Mathis , who asks Bond to forgive the betrayal of Vesper . Mathis dies in the arms of Bond , who then dumps his body in the adjacent dumpster .	The Vesper or Vesper Martini is a cocktail that was originally made of gin, vodka, and Kina Lillet.	2	['cocktail']
gradient	4	This is exactly where gradients step in as the essential element of contemporary web design	In vector calculus, the gradient of a scalar-valued differentiable function f of several variables, is the vector field, or more simply a vector-valued function, whose value at a point p is the vector whose components are the partial derivatives of f at p.	3	['mathematical_operator']
expense	2	at the expense of	money spent to perform work and usually reimbursed by an employer	0	['outgo', 'spending', 'expenditure', 'outlay']
clatter	1	the clatter of iron wheels on cobblestones	a rattling noise (often produced by rapid movement)	0	['noise']
cattle	4	so many head of cattle	domesticated bovine animals as a group regardless of sex or age; ; ; - Bible	0	['bovine']
roominess	6	his unselfishness gave him great intellectual roominess	spatial largeness and extensiveness (especially inside a building)	0	['largeness', 'bigness']
assent	6	I will give this act my assent .	agreement with a statement or proposal to do something	0	['agreement']
pedal	1	The pedal of a loom	a lever that is operated with the foot	0	['lever']
voice	6	After the fire a still small voice . — 1 Kings 19:12	the sound made by the vibration of vocal folds modified by the resonance of the vocal tract	0	['communication']
class	38	What you really want to do is to cast it , but since the class name is not known at compile time , you ca n't do that , since you ca n't declare a variable of that class .	In object-oriented programming, a class is an extensible program-code-template for creating objects, providing initial values for state (member variables) and implementations of behavior (member functions or methods).	3	['complex_data_type']
allowance	4	He objected to the allowance of smoking in the dining room	an amount allowed or granted (as during a given period)	0	['share', 'portion', 'part', 'percentage']
americano	27	Brief History Legend has it that the Negroni was named for Count Negroni , who often ordered it at a bar in Italy , initially as an Americano with gin added .	The Americano is an iba official cocktail composed of Campari, sweet vermouth, and for the sparkling version, club soda. The cocktail was first served in creator Gaspare Campari's bar, Caffè Campari, in the 1860s. It was originally known as the "Milano-Torino" because of its ingredients: Campari, the bitter liqueur, is from Milan (Milano) and Punt e Mes, the vermouth, is from Turin (Torino).	2	['cocktail']
rascal	2	That little rascal bit me !	one who is playfully mischievous	0	['child', 'kid', 'youngster', 'minor', 'shaver', 'nipper', 'small_fry', 'tiddler', 'tike', 'tyke', 'fry', 'nestling']
tick	12	Indicate that you are willing to receive marketing material by putting a tick in the box	a metallic tapping sound	0	['sound']
quarry	5	a British term for ` quarry ' is ` stone pit '	a surface excavation for extracting stone or slate	0	['excavation']
plague	1	a plague of grasshoppers	an annoyance	0	['annoyance', 'bother', 'botheration', 'pain', 'infliction', 'pain_in_the_neck', 'pain_in_the_ass']
kindling	4	Go and collect some kindling .	the act of setting something on fire	0	['burning', 'combustion']
escape	1	their escape route	a means or way of escaping	0	['means', 'agency', 'way']
manhattan	49	The rye in Woodford gives it greater body and complexity of flavor , and a decided spicy edge as well , so it 's perfect for those who like more assertive flavors in their whiskey , and therefore in their cocktails . The quintessential drink of Bourbon is the Manhattan . Make one with Maker 's and you 'll get a pleasant , relatively sweet and gentle cocktail .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
vesper	23	Better to have a smaller cocktail , and then have another ice-cold one later if you want more . Two variations on the Vesper follow . I recommend trying both to see which you enjoy more .	The Vesper or Vesper Martini is a cocktail that was originally made of gin, vodka, and Kina Lillet.	2	['cocktail']
vertigo	3	I feel like vertigo is now a part of me . this album took me to a whole nother world .	An illusion of movement, either of the external world revolving around the individual or of the individual revolving in space. Vertigo may be associated with disorders of the inner ear (ear, inner); vestibular nerve; brainstem; or cerebral cortex. Lesions in the temporal lobe and parietal lobe may be associated with focal seizures that may feature vertigo as an ictal manifestation. (From Adams et al., Principles of Neurology, 6th ed, pp300-1)	1	['neurologic_manifestation', 'vestibular_disease']
amygdala	0	Amygdala is a peak 90s Batman villain , and I love him .	Almond-shaped group of basal nuclei anterior to the inferior horn of the lateral ventricle of the temporal lobe. The amygdala is part of the limbic system.	1	['basal_ganglia', 'limbic_system']
shift	5	Ca n't press Ctrl and Shift while moving in games with WASD	The shift key is a modifier key on a keyboard, used to type capital letters and other alternate "upper" characters.	3	['key', 'keyboard_key']
presence	7	I 'm convinced that there was a presence in that building that I ca n't explain , which led to my heroic actions .	the immediate proximity of someone or something	0	['proximity']
grain	1	a grain of sugar	a cereal grass	0	['cereal', 'cereal_grass']
string	4	`` Hello World '' string	In computer programming, a string is traditionally a sequence of characters, either as a literal constant or as some kind of variable. The latter may allow its elements to be mutated and the length changed, or it may be fixed (after creation). A string is generally considered as a data type and is often implemented as an array data structure of bytes (or words) that stores a sequence of elements, typically characters, using some character encoding. String may also denote more general arrays or other sequence (or list) data types and structures.	3	['primitive_data_type']
principal	7	she sent unruly pupils to see the principal	the original amount of a debt on which interest is calculated	0	['debt']
kuru	6	They almost certainly do not have kuru , anyway ( it never got off Papua New Guinea ) , but they might well have , for example , eaten someone with Creutzfelt-Jakob disease .	A prion disease found exclusively among the Fore linguistic group natives of the highlands of new guinea. The illness is primarily restricted to adult females and children of both sexes. It is marked by the subacute onset of tremor and ataxia followed by motor weakness and incontinence. Death occurs within 3-6 months of disease onset. The condition is associated with ritual cannibalism, and has become rare since this practice has been discontinued. Pathologic features include a noninflammatory loss of neurons that is most prominent in the cerebellum, glial proliferation, and amyloid plaques. (From Adams et al., Principles of Neurology, 6th ed, p773)	1	['prion_disease']
bellini	25	When it 's all done you serve it over some steamed white rice : We were going to make cornbread , but after a few Bellinis we just did n't have the energy .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
table	7	There are several important issues on the table .	A table is an arrangement of data in rows and columns, or possibly in a more complex structure.	3	['data_structure']
sound	1	the sound of rain on the roof	the particular auditory effect produced by a given cause	0	['sound_property']
americano	30	Bellevue has no shortage of coffee places - there are three Starbucks in a two block radius of the office , and two Tully 's - but finding a good Americano ( or even a good cup of drip ) has been damn near impossible .	The Americano is an iba official cocktail composed of Campari, sweet vermouth, and for the sparkling version, club soda. The cocktail was first served in creator Gaspare Campari's bar, Caffè Campari, in the 1860s. It was originally known as the "Milano-Torino" because of its ingredients: Campari, the bitter liqueur, is from Milan (Milano) and Punt e Mes, the vermouth, is from Turin (Torino).	2	['cocktail']
cosmo	32	The RX-7 was a direct replacement for the RX-3 ( both were sold in Japan as the Savanna ) and subsequently replaced all other Mazda rotary cars with the exception of the Cosmo .	A cosmopolitan, or informally a cosmo, is a cocktail made with vodka, triple sec, cranberry juice, and freshly squeezed lime juice or sweetened lime juice.	2	['cocktail']
fault	1	The fault lies with you .	responsibility for a bad situation or event	0	['responsibility', 'responsibleness']
cloud	9	He opened the door and was greeted by a cloud of bats .	a group of many things in the air or on the ground	0	['group', 'grouping']
bellini	31	Once more light lifts these facts on to a new plane of reality ; but here light has a new character . It is no longer static and saturating as in Bellini . It is in continual movement .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
deuce	12	Love is a bodily infirmity . . . which breaks out the deuce knows how or why ( Thackeray )	a word used in exclamations of confusion	0	['exclamation', 'exclaiming']
jolt	5	the door closed with a jolt	a sudden jarring impact	0	['blow', 'bump']
gradient	8	After a long period of flat-focused design , gradients come as a natural choice because they offer a variety of styles and improvisations .	In vector calculus, the gradient of a scalar-valued differentiable function f of several variables, is the vector field, or more simply a vector-valued function, whose value at a point p is the vector whose components are the partial derivatives of f at p.	3	['mathematical_operator']
daemon	4	Their ranks consist of Daemon himself , SkullSatamon , LadyDevimon and MarineDevimon .	In multitasking computer operating systems, a daemon is a computer program that runs as a background process, rather than being under the direct control of an interactive user.	3	['computer_program']
device	1	the device is small enough to wear on your wrist	any clever maneuver	0	['maneuver', 'manoeuvre', 'tactical_maneuver', 'tactical_manoeuvre']
folly	10	trying to drive through a blizzard is the height of folly	the quality of being rash and foolish	0	['stupidity']
series	2	The third series of Friends aired from 1996 to 1997 .	(mathematics) the sum of a finite or infinite sequence of expressions	0	['polynomial', 'multinomial']
attention	5	She was the center of attention	the work of providing treatment for or attending to someone or something	0	['work']
amygdala	2	Aside from Amygdala , Killer Croc , and maybe a few others , Batman rarely has to contend with opponents that physically outmatch him , let alone one 's that can count to 5 .	Almond-shaped group of basal nuclei anterior to the inferior horn of the lateral ventricle of the temporal lobe. The amygdala is part of the limbic system.	1	['basal_ganglia', 'limbic_system']
control	3	measures for the control of disease	a relation of constraint of one entity (thing or person or group) by another	0	['relation']
cord	6	the bundle was tied with a cord	a line made of twisted fibers or threads	0	['line']
pressure	3	She has felt pressure lately because her boss expects her to get the job done by the first .	a force that compels	0	['force']
truth	8	the situation brought home to us the blunt truth of the military threat	conformity to reality or actuality	0	['actuality']
bellini	22	June is when ripe peaches start appearing in quantity . And they combine deliciously with bubbly ( like Prosecco ) in a Bellini . Delectable , festive , seasonal , gorgeous .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
aviation	23	On June 21 , 2004 , SpaceShipOne became the first privately funded aircraft to make a spaceflight , opening the possibility of an aviation market capable of leaving the Earth 's atmosphere .	The Aviation is a classic cocktail made with gin, maraschino liqueur, crème de violette, and lemon juice. Some recipes omit the crème de violette. It is served straight up, in a cocktail glass.	2	['cocktail']
active	12	" The ball was kicked by Fred . " would , in active voice , be " Fred kicked the ball . "	the voice used to indicate that the grammatical subject of the verb is performing the action or causing the happening denoted by the verb	0	['voice']
amygdala	0	Amygdala music is known for the hit Discovery Channel series ’ Monster Garage , Monster House , Biker Build-Off and the Primetime Emmy-nominated Deadliest Catch .	Almond-shaped group of basal nuclei anterior to the inferior horn of the lateral ventricle of the temporal lobe. The amygdala is part of the limbic system.	1	['basal_ganglia', 'limbic_system']
shift	5	What people are saying about Shift ... `` ... warmer than room temperature platformer . '' -Mark Wilson , Kotaku	The shift key is a modifier key on a keyboard, used to type capital letters and other alternate "upper" characters.	3	['key', 'keyboard_key']
class	0	Class is a prep-school retread of The Graduate that knows some of its scenes are funny and some are serious , but never figures out quite how they should go together .	In object-oriented programming, a class is an extensible program-code-template for creating objects, providing initial values for state (member variables) and implementations of behavior (member functions or methods).	3	['complex_data_type']
python	31	We used repeated surveys of harvested animals , conducted 20 years apart , to evaluate the sustainability of trade in the world ’ s longest species of snake , the reticulated python .	Python is an interpreted, high-level, general-purpose programming language	3	['object_oriented_programming_language']
grade	3	This fine - grade coin from 1837 is worth a good amount .	a relative position or degree of value in a graded group	0	['rank']
fill	4	there was not enough fill for the trench	any material that fills a space or container	0	['material', 'stuff']
mimosa	16	This young producer 's energy while performing is magnetic ; the word has spread fast and Mimosa has recently shared the stage with the likes Benga , Skream , Rusko , Datsik , Glitch Mob , ill.gates , Bassnectar and Flying Lotus , playing shows across the US and festivals like Coachella , Symbiosis Gathering , Burning Man and Decibel Festival .	A Mimosa is a cocktail-like drink composed of one part champagne and one part thoroughly chilled citrus fruit juice, usually orange juice unless otherwise specified (e.g. , "grapefruit mimosa"). It is traditionally served in a tall champagne flute with a morning brunch as hair of the dog or to guests at weddings. It is probably named after the yellow flowers of Acacia dealbata. A Buck's Fizz is a similar cocktail, but with twice as much orange juice as champagne.	2	['cocktail']
harvest	1	a harvest of love	the consequence of an effort or activity	0	['consequence', 'effect', 'outcome', 'result', 'event', 'issue', 'upshot']
grasshopper	29	Pudina is also used to flavor alcoholic drinks like the Mint Julep and Mojito . Creme de menthe is a mint-flavored liqueur used in drinks , such as the Grasshopper . Medicinal and cosmetic Pudina and its Ark were originally used to treat stomach disorders and chest pains .	A grasshopper is a sweet, mint-flavored, after-dinner drink. The name of the drink is derived from its green color, which is provided by the crème de menthe. The drink reputedly originated at Tujague's, a landmark bar in the French Quarter of New Orleans, Louisiana, and gained popularity during the 1950s and 1960s throughout the American South.	2	['cocktail']
slice	1	a slice of the company 's revenue	a serving that has been cut from a larger portion	0	['helping', 'portion', 'serving']
truth	6	he thought of answering with the truth but he knew they would n't believe it	a true statement	0	['statement']
manhattan	44	My long-ago colleague Beppi Crosariol , who worked with me at the Kingston Whig-Standard and is now the wine and spirits writer at the Globe and Mail , has done several recent columns recommending good rye and good rye drinks , notably the classic Manhattan .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
screen	2	a metal screen protected the observers	a protective covering consisting of netting; can be mounted in a frame	0	['protective_covering', 'protective_cover', 'protection']
vertigo	2	There are vertigo exercises that you can do at home to help manage these attacks , simple steps that will take less than 5minutes of your time , it works .	An illusion of movement, either of the external world revolving around the individual or of the individual revolving in space. Vertigo may be associated with disorders of the inner ear (ear, inner); vestibular nerve; brainstem; or cerebral cortex. Lesions in the temporal lobe and parietal lobe may be associated with focal seizures that may feature vertigo as an ictal manifestation. (From Adams et al., Principles of Neurology, 6th ed, pp300-1)	1	['neurologic_manifestation', 'vestibular_disease']
eyeful	9	they wanted to see violence and they got an eyeful	a strikingly beautiful woman	0	['woman', 'adult_female']
daemon	7	I am having issues getting my homemade daemon working .	In multitasking computer operating systems, a daemon is a computer program that runs as a background process, rather than being under the direct control of an interactive user.	3	['computer_program']
class	13	In Java , it is possible to inherit attributes and methods from one class to another .	In object-oriented programming, a class is an extensible program-code-template for creating objects, providing initial values for state (member variables) and implementations of behavior (member functions or methods).	3	['complex_data_type']
fork	3	Bitbucket Server includes fork synchronization which basically relieves the developer from all the burden of keeping up to date with its forks .	In software engineering, a project fork happens when developers take a copy of source code from one software package and start independent development on it, creating a distinct and separate piece of software.	3	['source_code_management_operation']
aviation	0	Aviation : Serco provides air traffic control services at international airports in the United Arab Emirates and at some smaller airports in the USA and Canada .	The Aviation is a classic cocktail made with gin, maraschino liqueur, crème de violette, and lemon juice. Some recipes omit the crème de violette. It is served straight up, in a cocktail glass.	2	['cocktail']
marmalade	2	Thick cut marmalade	a preserve made of the pulp and rind of citrus fruits	0	['conserve', 'preserve', 'conserves', 'preserves']
tenderness	4	He noted her extreme tenderness when he touched the bruise on her thigh .	a pain that is felt (as when the area is touched)	0	['pain', 'hurting']
americano	32	So , instead of sausages with sweet and sour figs we had a somewhat less glamourous sausage , bacon and onion casserole , but after a nice sit down and a cold Americano it seemed like just the thing to accompany the sound of fireworks from across the street .	The Americano is an iba official cocktail composed of Campari, sweet vermouth, and for the sparkling version, club soda. The cocktail was first served in creator Gaspare Campari's bar, Caffè Campari, in the 1860s. It was originally known as the "Milano-Torino" because of its ingredients: Campari, the bitter liqueur, is from Milan (Milano) and Punt e Mes, the vermouth, is from Turin (Torino).	2	['cocktail']
train	1	a train of thought	a series of consequences wrought by an event	0	['consequence', 'aftermath']
bellini	12	Serve immediately ! This is a great twist on a more traditional Bellini . Love the addition of the vanilla - it pairs nicely with the peaches .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
manhattan	18	I 'm a fourth year right now at K-State in the architecture department . I grew up in Manhattan , and played football and soccer there . What 's your first memory of soccer ?	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
delirium	3	Many cases of delirium are caused by conditions that prevent oxygen or other vital substances reaching the brain .	A disorder characterized by confusion; inattentiveness; disorientation; illusions; hallucinations; agitation; and in some instances autonomic nervous system overactivity. It may result from toxic/metabolic conditions or structural brain lesions. (From Adams et al., Principles of Neurology, 6th ed, pp411-2)	1	['neurocognitive_disorder', 'confusion']
delirium	35	At the time , the nurses just thought I was acting like a fool to get attention , but later I was told by a doctor that it was something called 'ICU Psychosis ' ( Delirium ) .	A disorder characterized by confusion; inattentiveness; disorientation; illusions; hallucinations; agitation; and in some instances autonomic nervous system overactivity. It may result from toxic/metabolic conditions or structural brain lesions. (From Adams et al., Principles of Neurology, 6th ed, pp411-2)	1	['neurocognitive_disorder', 'confusion']
step	4	It is but a step .	a short distance	0	['small_indefinite_quantity', 'small_indefinite_amount']
daemon	0	DAEMON Catch ! keeps the received files in the application .	In multitasking computer operating systems, a daemon is a computer program that runs as a background process, rather than being under the direct control of an interactive user.	3	['computer_program']
utility	4	a computer system provides utility programs to perform the tasks needed by most users	(computer science) a program designed for general support of the processes of a computer	0	['program', 'programme', 'computer_program', 'computer_programme']
tad	1	a tad too expensive	a slight amount or degree of difference	0	['small_indefinite_quantity', 'small_indefinite_amount']
denier	2	Global warming denier ( see : Wikipedia : Global warming denial )	one who denies	0	['disputant', 'controversialist', 'eristic']
growth	1	the growth of population	a process of becoming larger or longer or more numerous or more important	0	['process', 'physical_process']
love	3	A mother 's love is not easily shaken .	a strong positive emotion of regard and affection	0	['emotion']
grasshopper	9	Did you know ? The in-game help for dead grasshoppers is a reference to Monty Python 's Dead Parrot sketch and reads : It 's a dead grasshopper , it is no more . It has ceased to be .	A grasshopper is a sweet, mint-flavored, after-dinner drink. The name of the drink is derived from its green color, which is provided by the crème de menthe. The drink reputedly originated at Tujague's, a landmark bar in the French Quarter of New Orleans, Louisiana, and gained popularity during the 1950s and 1960s throughout the American South.	2	['cocktail']
mimosa	43	This list of the `` Top 20 Plants for Kids '' from our beloved copy of Roots Shoots Buckets and Boots is helping us to narrow it down : Pumpkins , Sunflowers , Gourds , Corn , Berries , Hollyhocks , Carrots , Mimosa , Poppies , Tomatoes , Trees , Alliums , Potatoes , Woolly Lambs Ear , Four-o-Clocks , Evening Primroses , Radishes , Nasturtium , Moon Plant ( also known as Silver Dollars ) and Lemon Verbena .	A Mimosa is a cocktail-like drink composed of one part champagne and one part thoroughly chilled citrus fruit juice, usually orange juice unless otherwise specified (e.g. , "grapefruit mimosa"). It is traditionally served in a tall champagne flute with a morning brunch as hair of the dog or to guests at weddings. It is probably named after the yellow flowers of Acacia dealbata. A Buck's Fizz is a similar cocktail, but with twice as much orange juice as champagne.	2	['cocktail']
dean	3	he is the dean of foreign correspondents	a man who is the senior member of a group	0	['elder', 'senior']
fork	9	At some point your code says to make a fork system call .	In software engineering, a project fork happens when developers take a copy of source code from one software package and start independent development on it, creating a distinct and separate piece of software.	3	['source_code_management_operation']
amygdala	41	i 'm certain we wo n't see any back breaking or a replacement Dark Knight in a film that should be tieing everything together , so is Bane the best choice over the earlier reported Killer Croc or the lesser known Amygdala ( since we have already seen the barely known Mr Zsasz , albeit briefly , in Begins ) or even bringing the sadistic Zsasz back to make the stories cyclical .	Almond-shaped group of basal nuclei anterior to the inferior horn of the lateral ventricle of the temporal lobe. The amygdala is part of the limbic system.	1	['basal_ganglia', 'limbic_system']
dengue	0	Dengue and malaria are caused and spread by an interconnected web of organisms .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	1	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']
python	3	Using Pandas and Python to Explore Your Dataset	Python is an interpreted, high-level, general-purpose programming language	3	['object_oriented_programming_language']
vertigo	42	The character , both a stage magician and a real magician like her father Giovanni `` John '' Zatara , is known for her involvement with the Justice League , her retconned childhood association with Batman , and her crossing of the Vertigo line with characters such as romantic partner John Constantine and protege Timothy Hunter .	An illusion of movement, either of the external world revolving around the individual or of the individual revolving in space. Vertigo may be associated with disorders of the inner ear (ear, inner); vestibular nerve; brainstem; or cerebral cortex. Lesions in the temporal lobe and parietal lobe may be associated with focal seizures that may feature vertigo as an ictal manifestation. (From Adams et al., Principles of Neurology, 6th ed, pp300-1)	1	['neurologic_manifestation', 'vestibular_disease']
python	3	A byte of python	Python is an interpreted, high-level, general-purpose programming language	3	['object_oriented_programming_language']
peace	4	the roommates lived in peace together	a treaty to cease hostilities	0	['treaty', 'pact', 'accord']
aviation	32	Previous flights were gliders ( control but no power ) or free flight ( power but no control ) , but the Wright brothers combined both , setting the new standard in aviation records .	The Aviation is a classic cocktail made with gin, maraschino liqueur, crème de violette, and lemon juice. Some recipes omit the crème de violette. It is served straight up, in a cocktail glass.	2	['cocktail']
daemon	14	Each server of pages on the Web has an HTTPD or Hypertext Transfer Protocol daemon that continually waits for requests to come in from Web clients and their users .	In multitasking computer operating systems, a daemon is a computer program that runs as a background process, rather than being under the direct control of an interactive user.	3	['computer_program']
suggestion	3	it was a suggestion we could n't refuse	the act of inducing hypnosis	0	['influence']
daemon	4	In fact , a daemon should n't communicate directly with a user at all .	In multitasking computer operating systems, a daemon is a computer program that runs as a background process, rather than being under the direct control of an interactive user.	3	['computer_program']
passing	1	the passing of winter	(American football) a play that involves one player throwing the ball to a teammate	0	['football_play']
treatment	4	the right to equal treatment in the criminal justice system	the management of someone or something	0	['management', 'direction']
